user_id,country,age,subscription_type,signup_date,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day,,
1023,Australia,36,Premium Individual,19-11-2020,Active,1,0,No,No,2,8.77,Hip-Hop,AI DJ,Concert Alerts,Car System,5,11,,
1024,UK,21,Free,01-05-2024,Active,0,0,Yes,Yes,5,15.36,Jazz,Daily Mix,Lyrics Translation,Smart Speaker,4,6,,
1025,Italy,27,Premium Individual,06-07-2025,Inactive,3,1,Yes,No,5,3.86,Country,Lyrics,Lyrics Translation,Mobile,11,13,,
1026,Italy,39,Student,11-01-2023,Active,0,0,Yes,No,3,7.89,Indie,Offline Mode,HiFi Audio,Smart Speaker,7,15,,
1027,USA,30,Premium Duo,21-08-2020,Active,0,0,No,No,3,6.82,Indie,Playlists,Concert Alerts,Mobile,8,9,,
1028,Brazil,18,Premium Individual,07-12-2019,Active,1,0,No,No,4,10.75,Country,Podcasts,Concert Alerts,Smart Speaker,11,9,,
1029,Australia,19,Free,14-11-2020,Inactive,6,1,Yes,No,4,16.82,Electronic,Podcasts,Concert Alerts,Mobile,6,5,,
1030,Canada,19,Free,14-03-2024,Inactive,3,1,Yes,No,3,8.53,Jazz,Discover Weekly,Concert Alerts,Tablet,7,14,,
1031,Spain,48,Premium Individual,22-11-2020,Active,0,0,No,No,3,1.17,Indie,AI DJ,Lyrics Translation,Car System,10,11,,
1032,India,57,Free,16-12-2025,Active,1,0,No,No,4,8.07,Classical,AI DJ,Concert Alerts,Smart Speaker,11,14,,
1033,Canada,19,Free,04-06-2023,Active,0,0,No,No,5,10.07,R&B,Radio,Better AI Recommendations,Mobile,8,17,,
1034,Italy,25,Free,18-02-2019,Active,2,0,No,No,2,9.35,Rock,Offline Mode,Concert Alerts,Car System,5,8,,
1035,Canada,28,Premium Individual,25-07-2021,Active,5,1,Yes,No,4,11.93,Classical,Discover Weekly,Lyrics Translation,Mobile,9,14,,
1036,Canada,35,Student,04-08-2025,Active,1,0,No,No,5,12.08,K-Pop,Radio,Better AI Recommendations,Desktop,6,16,,
1037,Brazil,57,Free,12-08-2024,Active,2,0,Yes,No,5,9.11,Country,Lyrics,Lyrics Translation,Desktop,4,7,,
1038,UK,46,Premium Individual,08-03-2019,Active,2,0,No,No,5,17.46,R&B,Playlists,Better AI Recommendations,Desktop,6,11,,
1039,Mexico,40,Free,19-08-2021,Active,1,0,Yes,No,4,12.49,K-Pop,Radio,Better AI Recommendations,Smart Speaker,11,9,,
1040,Italy,39,Free,24-05-2019,Active,0,0,No,No,4,4.67,R&B,Radio,Social Listening,Mobile,3,8,,
1041,India,40,Free,26-05-2023,Inactive,8,1,No,No,2,20.11,K-Pop,Lyrics,Social Listening,Smart Speaker,9,15,,
1042,Brazil,25,Student,22-11-2019,Active,0,0,Yes,No,5,6.61,Hip-Hop,Lyrics,Better AI Recommendations,Tablet,8,11,,
1043,Spain,45,Free,07-08-2025,Active,0,0,Yes,No,3,11.35,Bollywood,Lyrics,Better AI Recommendations,Tablet,11,6,,
1044,Italy,18,Premium Individual,16-01-2026,Active,2,0,Yes,No,1,6.11,Hip-Hop,Radio,Social Listening,Tablet,12,12,,
1045,Indonesia,30,Premium Family,05-10-2019,Active,1,0,Yes,No,5,7.86,Electronic,AI DJ,HiFi Audio,Tablet,10,9,,
1046,Germany,55,Free,15-11-2018,Active,0,0,No,No,4,15.8,Electronic,Daily Mix,Better AI Recommendations,Mobile,4,10,,
1047,Mexico,24,Free,09-03-2022,Active,0,0,Yes,No,5,12.3,Hip-Hop,Playlists,Concert Alerts,Car System,9,6,,
1048,Germany,40,Premium Individual,06-01-2023,Active,3,1,Yes,No,5,1.25,Jazz,Radio,Concert Alerts,Tablet,14,11,,
1049,Australia,44,Premium Individual,31-03-2018,Active,0,0,Yes,No,4,9.17,K-Pop,Podcasts,Better AI Recommendations,Desktop,2,13,,
1050,Spain,36,Student,23-10-2021,Active,1,0,No,No,4,13.54,R&B,Discover Weekly,HiFi Audio,Tablet,8,4,,
1051,Canada,46,Free,15-08-2020,Active,0,0,No,No,3,7.84,Rock,Radio,Mood-based Auto Playlists,Mobile,11,8,,
1052,Brazil,56,Premium Individual,19-04-2019,Active,0,0,No,No,5,11.96,Latin,AI DJ,Lyrics Translation,Mobile,9,9,,
1053,India,30,Premium Duo,08-02-2022,Active,0,0,Yes,Yes,3,6.51,K-Pop,Daily Mix,Better AI Recommendations,Tablet,7,9,,
1054,Brazil,44,Free,21-08-2018,Active,0,0,Yes,Yes,3,1.52,Bollywood,Radio,Social Listening,Mobile,5,17,,
1055,Canada,44,Premium Individual,16-03-2024,Active,1,0,Yes,No,3,12.73,Indie,Playlists,Concert Alerts,Car System,12,19,,
1056,Canada,42,Premium Individual,04-09-2019,Active,2,0,Yes,No,2,21.09,K-Pop,Playlists,Concert Alerts,Tablet,6,13,,
1057,Spain,25,Premium Individual,07-10-2020,Inactive,4,1,No,No,3,8.29,Hip-Hop,AI DJ,Concert Alerts,Mobile,4,12,,
1058,Australia,34,Free,15-04-2018,Active,0,0,Yes,No,5,8.36,Rock,AI DJ,Lyrics Translation,Mobile,4,19,,
1059,Italy,32,Premium Family,02-10-2021,Active,1,0,Yes,No,4,16.52,Electronic,AI DJ,Lyrics Translation,Tablet,7,8,,
1060,Indonesia,22,Premium Individual,05-07-2023,Active,6,1,No,No,5,14.19,Classical,Daily Mix,Concert Alerts,Tablet,6,8,,
1061,Mexico,45,Premium Individual,26-07-2021,Active,2,0,No,No,2,14.72,R&B,Offline Mode,Mood-based Auto Playlists,Tablet,7,11,,
1062,India,23,Free,31-05-2023,Active,0,0,No,No,4,12.52,K-Pop,Daily Mix,Mood-based Auto Playlists,Mobile,9,9,,
1063,Spain,48,Free,21-09-2019,Active,0,0,No,No,3,14.02,Jazz,Daily Mix,HiFi Audio,Smart Speaker,13,9,,
1064,Brazil,56,Premium Family,21-08-2018,Active,0,0,No,No,4,14.47,Classical,Lyrics,Better AI Recommendations,Mobile,4,9,,
1065,Australia,29,Premium Duo,30-06-2025,Active,0,0,No,No,3,7.88,Bollywood,AI DJ,HiFi Audio,Car System,8,6,,
1066,Canada,46,Free,12-04-2024,Active,0,0,No,No,2,10.8,Country,Discover Weekly,Better AI Recommendations,Smart Speaker,4,11,,
1067,Brazil,28,Premium Family,18-03-2021,Inactive,6,1,Yes,Yes,2,8.7,Classical,Daily Mix,Concert Alerts,Mobile,6,11,,
1068,UK,32,Free,01-02-2022,Active,0,0,Yes,No,4,5.05,Classical,Daily Mix,Concert Alerts,Tablet,9,2,,
1069,France,22,Free,04-09-2020,Active,0,0,Yes,No,5,12.4,Latin,Lyrics,Concert Alerts,Smart Speaker,4,9,,
1070,Canada,34,Free,18-05-2022,Active,0,0,No,No,2,15.03,Latin,Playlists,Mood-based Auto Playlists,Mobile,6,11,,
1071,Italy,26,Free,30-08-2022,Active,2,0,No,No,5,16.36,Country,Playlists,Better AI Recommendations,Mobile,8,9,,
1072,UK,34,Free,24-08-2018,Active,1,0,Yes,No,5,14.78,Country,Offline Mode,Better AI Recommendations,Mobile,5,11,,
1073,Mexico,56,Free,15-08-2019,Active,1,0,No,No,4,10.27,Electronic,AI DJ,Mood-based Auto Playlists,Desktop,10,4,,
1074,Spain,44,Premium Individual,07-03-2018,Active,0,0,No,No,4,7,Bollywood,Playlists,Social Listening,Mobile,8,9,,
1075,USA,37,Free,11-09-2023,Active,1,0,No,No,3,17.22,Indie,Daily Mix,Lyrics Translation,Smart Speaker,10,7,,
1076,Brazil,24,Free,24-09-2023,Active,2,0,No,No,4,6.37,Rock,Playlists,Concert Alerts,Smart Speaker,7,6,,
1077,Indonesia,16,Premium Family,20-12-2022,Inactive,3,1,No,No,4,13.68,K-Pop,Lyrics,Social Listening,Car System,6,13,,
1078,Indonesia,34,Premium Individual,27-11-2023,Active,0,0,No,No,3,5.9,Electronic,Podcasts,Lyrics Translation,Desktop,9,7,,
1079,UK,18,Student,01-02-2020,Inactive,3,1,Yes,No,2,17.85,Country,Playlists,Social Listening,Car System,7,7,,
1080,India,29,Free,03-08-2022,Active,2,0,No,No,3,18.09,R&B,AI DJ,Concert Alerts,Smart Speaker,5,10,,
1081,India,24,Free,07-02-2021,Active,1,0,Yes,No,2,17.62,Bollywood,Radio,HiFi Audio,Mobile,4,6,,
1082,Germany,30,Free,08-01-2020,Active,1,0,Yes,No,4,11.7,Hip-Hop,Playlists,HiFi Audio,Desktop,6,12,,
1083,Indonesia,54,Free,24-12-2025,Active,0,0,Yes,Yes,4,4.33,Indie,AI DJ,Better AI Recommendations,Desktop,10,8,,
1084,UK,21,Premium Duo,21-11-2018,Active,1,0,No,No,2,8.55,Pop,Playlists,Social Listening,Mobile,6,8,,
1085,Italy,47,Free,28-10-2024,Inactive,10,1,No,No,4,12.95,Pop,Podcasts,Mood-based Auto Playlists,Car System,9,12,,
1086,UK,27,Student,26-01-2021,Active,2,0,No,No,3,4.48,Hip-Hop,Radio,Concert Alerts,Tablet,9,6,,
1087,UK,58,Free,23-04-2020,Inactive,4,1,Yes,Yes,1,13.58,R&B,Daily Mix,Mood-based Auto Playlists,Tablet,9,13,,
1088,India,28,Premium Individual,08-12-2025,Inactive,3,1,Yes,No,2,12.67,Latin,Daily Mix,Mood-based Auto Playlists,Tablet,13,5,,
1089,UK,35,Free,15-07-2024,Active,2,0,No,No,5,20.05,Classical,Playlists,Lyrics Translation,Mobile,8,5,,
1090,France,60,Free,08-04-2020,Active,0,0,Yes,Yes,4,13.19,Jazz,Daily Mix,Social Listening,Mobile,8,10,,
1091,Brazil,19,Premium Family,30-10-2023,Active,2,0,Yes,No,4,0,K-Pop,AI DJ,Social Listening,Smart Speaker,12,6,,
1092,Canada,38,Free,25-10-2023,Active,1,0,No,No,4,2.21,Rock,AI DJ,Lyrics Translation,Tablet,6,8,,
1093,Brazil,56,Premium Family,05-10-2021,Active,0,0,Yes,No,3,8.13,K-Pop,AI DJ,Social Listening,Smart Speaker,3,9,,
1094,UK,21,Free,13-07-2023,Inactive,7,1,No,No,1,17.15,Classical,Podcasts,Better AI Recommendations,Car System,4,9,,
1095,Brazil,42,Premium Individual,05-03-2018,Active,1,0,No,No,4,3.74,Pop,Lyrics,HiFi Audio,Car System,6,10,,
1096,India,24,Premium Family,07-05-2023,Active,0,0,No,No,3,9.25,Pop,Daily Mix,Concert Alerts,Desktop,9,13,,
1097,France,27,Free,18-06-2025,Active,2,0,Yes,No,3,12.58,Jazz,Discover Weekly,HiFi Audio,Desktop,13,12,,
1098,France,39,Premium Individual,25-04-2024,Active,1,0,Yes,No,2,6.04,Indie,Daily Mix,Better AI Recommendations,Car System,9,13,,
1099,Indonesia,26,Student,31-05-2018,Active,0,0,No,No,4,9.18,Hip-Hop,Lyrics,Concert Alerts,Mobile,7,12,,
1100,India,39,Free,16-11-2025,Active,2,0,No,No,4,4.17,Jazz,Playlists,Mood-based Auto Playlists,Tablet,13,9,,
1101,UK,54,Free,12-06-2024,Inactive,4,1,No,No,5,8.32,Indie,Playlists,Better AI Recommendations,Desktop,4,10,,
1102,Spain,38,Free,20-01-2018,Active,2,0,No,No,5,15.85,Pop,Daily Mix,Concert Alerts,Car System,11,6,,
1103,India,44,Free,31-10-2023,Active,2,0,No,No,4,11.71,R&B,Lyrics,Concert Alerts,Mobile,10,12,,
1104,USA,38,Free,14-10-2023,Active,0,0,Yes,Yes,2,15.14,K-Pop,AI DJ,Mood-based Auto Playlists,Smart Speaker,9,11,,
1105,Italy,31,Free,05-01-2026,Active,0,0,No,No,3,9.84,Classical,Daily Mix,Lyrics Translation,Smart Speaker,10,13,,
1106,Italy,40,Premium Individual,07-08-2021,Active,2,0,No,No,2,16,R&B,Radio,Concert Alerts,Mobile,9,5,,
1107,Indonesia,19,Free,18-06-2024,Active,1,0,Yes,No,2,8.61,Jazz,Offline Mode,Mood-based Auto Playlists,Desktop,5,10,,
1108,Indonesia,47,Premium Duo,09-04-2021,Active,0,0,Yes,No,3,11.3,Hip-Hop,Radio,Social Listening,Tablet,8,10,,
1109,Canada,49,Free,03-01-2023,Active,0,0,Yes,No,3,10.63,Jazz,Playlists,Better AI Recommendations,Smart Speaker,14,8,,
1110,India,31,Free,10-01-2024,Active,1,0,Yes,Yes,3,10.14,Electronic,Offline Mode,Social Listening,Smart Speaker,5,12,,
1111,Spain,30,Free,29-12-2018,Active,1,0,No,No,5,7.67,Hip-Hop,Discover Weekly,Concert Alerts,Desktop,8,15,,
1112,Brazil,22,Premium Individual,10-12-2024,Active,0,0,Yes,Yes,4,15.59,K-Pop,Discover Weekly,HiFi Audio,Desktop,4,11,,
1113,India,32,Free,01-07-2021,Active,0,0,No,No,2,8.65,Rock,Offline Mode,Lyrics Translation,Desktop,9,9,,
1114,Indonesia,17,Premium Individual,24-03-2024,Active,1,0,No,No,4,11.99,Rock,Daily Mix,HiFi Audio,Mobile,7,15,,
1115,Indonesia,22,Free,21-03-2018,Active,1,0,No,No,3,11.57,Latin,Playlists,HiFi Audio,Mobile,10,14,,
1116,Australia,32,Student,02-11-2025,Inactive,11,1,Yes,No,2,9.22,Latin,Discover Weekly,Social Listening,Mobile,9,6,,
1117,Australia,54,Premium Individual,14-03-2018,Active,0,0,No,No,5,7.67,Rock,Daily Mix,Better AI Recommendations,Tablet,6,10,,
1118,Spain,49,Premium Duo,21-02-2025,Active,2,0,Yes,No,4,13.1,Jazz,Lyrics,HiFi Audio,Car System,12,6,,
1119,Italy,22,Premium Duo,03-09-2020,Active,1,0,Yes,No,3,5.25,R&B,Playlists,Concert Alerts,Car System,10,14,,
1120,Italy,27,Premium Individual,07-12-2021,Active,1,0,Yes,No,4,14.09,Country,Playlists,Lyrics Translation,Mobile,7,14,,
1121,Spain,33,Premium Individual,05-07-2018,Inactive,3,1,No,No,5,10.23,K-Pop,Discover Weekly,Concert Alerts,Smart Speaker,12,10,,
1122,Canada,45,Premium Duo,20-05-2019,Active,0,0,No,No,3,8.75,R&B,Daily Mix,HiFi Audio,Smart Speaker,10,7,,
1123,France,53,Student,15-07-2023,Active,0,0,No,No,5,6.24,Hip-Hop,Discover Weekly,Concert Alerts,Smart Speaker,4,12,,
1124,Italy,23,Premium Family,14-08-2023,Active,1,0,Yes,No,5,9.39,Indie,AI DJ,Better AI Recommendations,Car System,9,9,,
1125,Australia,23,Premium Individual,15-05-2019,Active,2,0,No,No,1,9.45,Classical,Podcasts,Lyrics Translation,Mobile,3,13,,
1126,Germany,50,Free,20-07-2022,Active,2,0,Yes,No,3,15.53,Pop,Playlists,Lyrics Translation,Car System,12,17,,
1127,USA,30,Premium Duo,21-08-2024,Active,0,0,Yes,Yes,5,9.3,Hip-Hop,Discover Weekly,Social Listening,Tablet,11,7,,
1128,Mexico,45,Free,27-08-2019,Active,2,0,Yes,No,2,17.26,Hip-Hop,Podcasts,Concert Alerts,Smart Speaker,4,11,,
1129,India,26,Free,13-06-2022,Inactive,3,1,No,No,3,7.88,Indie,AI DJ,Lyrics Translation,Desktop,9,7,,
1130,Mexico,56,Premium Family,17-03-2018,Active,0,0,No,No,5,9.81,Hip-Hop,Lyrics,HiFi Audio,Tablet,7,10,,
1131,Australia,60,Premium Individual,12-05-2022,Active,0,0,No,No,4,10.89,Electronic,Radio,Social Listening,Mobile,7,13,,
1132,Italy,54,Student,19-09-2022,Active,0,0,No,No,3,13.14,Latin,Daily Mix,Concert Alerts,Desktop,10,5,,
1133,Germany,41,Premium Individual,05-10-2024,Active,0,0,Yes,No,2,13.38,Pop,Podcasts,Better AI Recommendations,Desktop,3,18,,
1134,Mexico,39,Premium Individual,01-08-2018,Inactive,9,1,No,No,5,10.58,K-Pop,Radio,Mood-based Auto Playlists,Mobile,6,12,,
1135,Indonesia,41,Free,18-10-2021,Active,1,0,No,No,4,0.62,Jazz,Radio,Better AI Recommendations,Mobile,9,6,,
1136,India,37,Premium Family,11-09-2020,Active,3,1,No,No,2,10.67,Bollywood,Radio,Mood-based Auto Playlists,Tablet,5,11,,
1137,Mexico,43,Student,09-01-2026,Inactive,4,1,No,No,4,14.55,Jazz,Discover Weekly,Better AI Recommendations,Mobile,6,12,,
1138,UK,36,Premium Individual,30-04-2024,Inactive,4,1,No,No,3,12.25,Electronic,Discover Weekly,Better AI Recommendations,Car System,6,7,,
1139,UK,51,Free,29-06-2022,Active,0,0,No,No,4,10.47,Bollywood,Lyrics,Concert Alerts,Smart Speaker,11,14,,
1140,Indonesia,36,Premium Family,08-08-2018,Active,0,0,No,No,5,10.08,Classical,Offline Mode,Social Listening,Tablet,9,10,,
1141,Canada,25,Premium Individual,21-10-2023,Active,1,0,No,No,2,13.65,Latin,Radio,HiFi Audio,Tablet,8,12,,
1142,France,31,Free,17-08-2025,Inactive,4,1,Yes,No,4,0.09,Country,Daily Mix,Lyrics Translation,Car System,10,9,,
1143,Australia,58,Premium Individual,26-09-2022,Active,1,0,No,No,4,10.6,Pop,Offline Mode,Mood-based Auto Playlists,Mobile,9,16,,
1144,India,22,Premium Duo,04-02-2025,Active,0,0,Yes,Yes,3,0,Latin,Playlists,Social Listening,Mobile,9,14,,
1145,Brazil,27,Premium Family,15-12-2023,Active,0,0,No,No,5,8.18,Classical,AI DJ,HiFi Audio,Tablet,10,2,,
1146,India,36,Free,11-10-2018,Active,1,0,No,No,3,6.41,Indie,Podcasts,Concert Alerts,Mobile,9,11,,
1147,USA,28,Premium Individual,09-11-2022,Active,0,0,No,No,4,6.45,K-Pop,Playlists,Lyrics Translation,Desktop,4,16,,
1148,Italy,30,Free,30-08-2023,Active,0,0,Yes,No,4,5.11,Electronic,Daily Mix,HiFi Audio,Tablet,7,16,,
1149,France,42,Free,26-07-2019,Active,0,0,No,No,3,5.69,Bollywood,Lyrics,HiFi Audio,Desktop,3,6,,
1150,Indonesia,45,Premium Duo,15-06-2022,Active,0,0,Yes,No,5,8.11,Bollywood,Offline Mode,Lyrics Translation,Desktop,13,3,,
1151,Australia,18,Free,06-02-2025,Active,2,0,No,No,1,5.24,Rock,Offline Mode,HiFi Audio,Mobile,8,13,,
1152,France,57,Premium Family,14-06-2018,Active,0,0,Yes,Yes,5,11.91,Latin,Discover Weekly,Concert Alerts,Desktop,6,13,,
1153,Brazil,33,Premium Individual,18-12-2024,Active,0,0,No,No,4,12.1,Jazz,Lyrics,Social Listening,Smart Speaker,6,6,,
1154,Mexico,56,Free,10-08-2025,Active,1,0,Yes,No,4,14.27,Pop,Podcasts,Concert Alerts,Tablet,6,11,,
1155,India,18,Premium Family,31-01-2024,Active,6,1,Yes,No,4,10.66,Latin,Discover Weekly,Social Listening,Desktop,7,8,,
1156,India,22,Free,19-12-2024,Inactive,5,1,No,No,5,2.77,K-Pop,Offline Mode,Social Listening,Car System,7,8,,
1157,Mexico,16,Student,23-10-2020,Active,0,0,Yes,Yes,4,9.56,Latin,Discover Weekly,Social Listening,Tablet,6,9,,
1158,Spain,31,Premium Family,12-11-2022,Active,0,0,No,No,5,10.07,Indie,Lyrics,Mood-based Auto Playlists,Tablet,9,11,,
1159,USA,34,Free,11-06-2018,Active,1,0,No,No,2,18.18,Jazz,Podcasts,HiFi Audio,Car System,7,8,,
1160,Brazil,35,Free,09-04-2019,Active,0,0,No,No,5,20.89,R&B,Offline Mode,Better AI Recommendations,Mobile,12,16,,
1161,Italy,57,Premium Individual,24-11-2021,Active,0,0,No,No,4,3.19,K-Pop,Discover Weekly,HiFi Audio,Car System,11,11,,
1162,Australia,54,Premium Family,15-11-2019,Active,3,1,Yes,Yes,4,9.4,Pop,Radio,Lyrics Translation,Mobile,6,8,,
1163,Germany,21,Student,06-10-2023,Active,0,0,Yes,No,4,13.93,Classical,Daily Mix,Lyrics Translation,Mobile,10,13,,
1164,Australia,53,Premium Individual,26-03-2023,Active,2,0,No,No,4,13.96,Rock,AI DJ,Social Listening,Tablet,3,6,,
1165,Indonesia,44,Free,27-12-2023,Active,2,0,Yes,No,4,12.08,Bollywood,AI DJ,Social Listening,Smart Speaker,7,10,,
1166,Germany,48,Premium Duo,23-05-2019,Inactive,3,1,No,No,5,8.81,Rock,Daily Mix,HiFi Audio,Smart Speaker,4,15,,
1167,Brazil,42,Free,23-06-2019,Active,0,0,Yes,No,4,5.11,Indie,Daily Mix,Better AI Recommendations,Car System,6,11,,
1168,India,34,Premium Individual,22-06-2024,Active,1,0,No,No,4,9.53,Country,Discover Weekly,Lyrics Translation,Car System,4,3,,
1169,Mexico,21,Free,27-01-2021,Active,0,0,Yes,Yes,3,10.23,Country,Discover Weekly,Concert Alerts,Tablet,10,12,,
1170,Italy,34,Student,16-02-2024,Active,1,0,No,No,5,7.81,Pop,Podcasts,Concert Alerts,Desktop,6,3,,
1171,India,55,Premium Individual,04-02-2023,Active,0,0,No,No,3,8.71,R&B,Podcasts,Mood-based Auto Playlists,Tablet,7,9,,
1172,India,57,Premium Individual,17-10-2025,Active,0,0,Yes,No,4,7.65,K-Pop,Daily Mix,Social Listening,Smart Speaker,7,6,,
1173,Canada,28,Premium Individual,03-05-2022,Active,1,0,No,No,4,10.2,Pop,Podcasts,HiFi Audio,Car System,6,13,,
1174,Australia,45,Premium Individual,25-02-2024,Active,0,0,Yes,No,5,15.96,K-Pop,AI DJ,HiFi Audio,Smart Speaker,6,8,,
1175,Indonesia,35,Premium Family,23-02-2024,Active,0,0,No,No,4,8.7,Country,Offline Mode,Social Listening,Smart Speaker,5,15,,
1176,Italy,46,Free,15-11-2024,Active,0,0,No,No,4,4.88,Pop,AI DJ,Concert Alerts,Mobile,4,11,,
1177,Indonesia,35,Free,05-04-2023,Active,0,0,No,No,5,7.49,Pop,Offline Mode,HiFi Audio,Tablet,2,5,,
1178,Australia,30,Premium Duo,07-05-2018,Active,0,0,Yes,Yes,4,8.47,Hip-Hop,Playlists,Concert Alerts,Tablet,2,13,,
1179,Canada,48,Student,13-02-2020,Active,0,0,No,No,3,14.46,Rock,Offline Mode,HiFi Audio,Desktop,5,16,,
1180,Canada,40,Free,15-02-2024,Active,0,0,No,No,4,6.66,Jazz,Radio,Better AI Recommendations,Car System,15,9,,
1181,Australia,38,Free,26-07-2024,Active,1,0,Yes,No,1,8.15,Rock,Radio,Concert Alerts,Tablet,9,13,,
1182,Spain,31,Free,27-10-2019,Active,5,1,No,No,3,6.76,Classical,AI DJ,Mood-based Auto Playlists,Desktop,11,4,,
1183,Germany,47,Premium Family,19-08-2021,Active,0,0,Yes,No,2,10.01,Jazz,Lyrics,Better AI Recommendations,Tablet,8,5,,
1184,Italy,34,Student,10-01-2021,Inactive,3,1,No,No,5,15.43,Classical,Discover Weekly,Lyrics Translation,Smart Speaker,13,12,,
1185,UK,34,Free,04-06-2020,Active,1,0,No,No,4,11.96,R&B,Daily Mix,Lyrics Translation,Smart Speaker,6,10,,
1186,Brazil,17,Premium Individual,22-08-2018,Active,0,0,No,No,2,16.43,K-Pop,Radio,Concert Alerts,Desktop,12,18,,
1187,Indonesia,51,Premium Individual,12-10-2019,Active,0,0,No,No,5,9.64,Jazz,Lyrics,Concert Alerts,Tablet,7,5,,
1188,Brazil,38,Free,01-10-2018,Active,1,0,Yes,No,4,8.03,Country,Radio,Lyrics Translation,Smart Speaker,5,12,,
1189,Germany,49,Premium Individual,08-12-2022,Inactive,5,1,Yes,No,5,10.49,Bollywood,Podcasts,HiFi Audio,Tablet,5,9,,
1190,Spain,44,Premium Duo,08-05-2022,Active,0,0,No,No,4,7.8,Classical,Radio,Mood-based Auto Playlists,Smart Speaker,5,4,,
1191,Italy,22,Premium Individual,21-12-2021,Active,0,0,No,No,4,9.26,Latin,AI DJ,HiFi Audio,Desktop,4,9,,
1192,Canada,59,Student,04-11-2023,Active,0,0,Yes,Yes,5,14.13,Jazz,Lyrics,Lyrics Translation,Car System,5,5,,
1193,India,42,Premium Individual,25-09-2019,Active,2,0,No,No,3,7.2,Latin,Discover Weekly,HiFi Audio,Tablet,4,11,,
1194,UK,58,Premium Individual,12-10-2021,Inactive,4,1,No,No,4,8.74,R&B,AI DJ,HiFi Audio,Smart Speaker,9,9,,
1195,Canada,28,Free,14-12-2021,Active,0,0,Yes,Yes,4,3.43,K-Pop,Daily Mix,Better AI Recommendations,Car System,13,8,,
1196,Canada,55,Free,29-11-2024,Active,3,1,No,No,3,13.6,Jazz,Playlists,HiFi Audio,Mobile,4,7,,
1197,Indonesia,49,Premium Individual,07-02-2021,Active,0,0,No,No,3,19.34,Jazz,Daily Mix,Lyrics Translation,Smart Speaker,13,9,,
1198,Canada,46,Free,25-01-2019,Active,0,0,No,No,5,12.38,Bollywood,Radio,Lyrics Translation,Mobile,7,8,,
1199,Indonesia,56,Premium Individual,05-01-2021,Active,3,1,No,No,1,9.23,Classical,Daily Mix,Social Listening,Tablet,6,10,,
1200,Mexico,56,Premium Individual,12-12-2025,Active,1,0,No,No,4,8.76,Classical,Radio,Lyrics Translation,Car System,6,8,,
1201,Italy,24,Premium Individual,21-11-2025,Active,3,1,No,No,4,9.88,Classical,Offline Mode,Better AI Recommendations,Mobile,5,12,,
1202,USA,22,Student,19-08-2022,Active,1,0,No,No,3,7.2,Rock,Daily Mix,Social Listening,Mobile,4,15,,
1203,Indonesia,42,Premium Individual,18-01-2018,Active,5,1,No,No,4,8.06,Classical,Discover Weekly,HiFi Audio,Car System,12,8,,
1204,Italy,53,Free,02-03-2024,Inactive,5,1,No,No,3,15.21,Jazz,Lyrics,HiFi Audio,Car System,8,7,,
1205,Italy,52,Premium Family,27-04-2019,Active,1,0,Yes,No,2,7.49,Classical,Lyrics,Concert Alerts,Tablet,8,10,,
1206,Brazil,42,Free,05-09-2019,Active,0,0,No,No,1,8.97,Pop,Offline Mode,Mood-based Auto Playlists,Desktop,8,6,,
1207,Indonesia,55,Free,18-02-2021,Inactive,3,1,No,No,5,11.01,Indie,Discover Weekly,Lyrics Translation,Tablet,8,8,,
1208,Mexico,23,Free,23-10-2024,Active,0,0,No,No,3,9.09,Indie,Offline Mode,Better AI Recommendations,Desktop,10,10,,
1209,Indonesia,44,Free,04-04-2022,Active,0,0,No,No,5,2.18,Hip-Hop,AI DJ,Lyrics Translation,Tablet,4,7,,
1210,Australia,38,Premium Duo,08-10-2025,Active,1,0,Yes,No,4,6.46,Hip-Hop,Discover Weekly,HiFi Audio,Smart Speaker,14,12,,
1211,Germany,38,Free,14-04-2021,Inactive,4,1,No,No,3,16.71,Bollywood,Discover Weekly,HiFi Audio,Car System,6,16,,
1212,Mexico,54,Free,20-05-2022,Active,0,0,Yes,No,2,12.48,Jazz,Lyrics,Social Listening,Mobile,10,15,,
1213,Australia,57,Free,24-04-2022,Active,0,0,No,No,5,13.23,Bollywood,Podcasts,Better AI Recommendations,Smart Speaker,9,11,,
1214,Mexico,16,Free,11-08-2021,Active,0,0,No,No,5,6.87,Electronic,Daily Mix,Social Listening,Desktop,10,13,,
1215,Italy,35,Premium Individual,09-08-2023,Active,1,0,Yes,No,4,14.02,R&B,Podcasts,Mood-based Auto Playlists,Car System,5,7,,
1216,Brazil,25,Premium Duo,25-01-2020,Active,2,0,Yes,No,3,17.25,Hip-Hop,Discover Weekly,Better AI Recommendations,Mobile,8,9,,
1217,Italy,52,Premium Duo,20-11-2022,Active,1,0,No,No,4,19.36,Latin,Playlists,HiFi Audio,Car System,5,21,,
1218,India,21,Student,25-03-2022,Active,2,0,Yes,No,5,9.24,Latin,Podcasts,Better AI Recommendations,Mobile,10,7,,
1219,Brazil,54,Free,14-09-2021,Active,3,1,Yes,No,5,7.91,Indie,Podcasts,Social Listening,Car System,10,14,,
